iShares Russell 1000 ETF
Fund Holdings as of,"Sep 11, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","49,268,060.52","0.10","49,268,060.52","574,086.00","85.82","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"TGT","TARGET CORP","Consumer Staples","Equity","48,926,256.76","0.10","48,926,256.76","313,972.00","155.83","United States","NYSE","USD","1.00","USD","-"
"ABNB","AIRBNB CLASS A","Consumer Discretionary","Equity","48,916,350.18","0.10","48,916,350.18","287,422.00","170.19","United States","NASDAQ","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","47,966,321.22","0.10","47,966,321.22","92,426.00","518.97","United States","NYSE","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","47,940,323.48","0.10","47,940,323.48","474,281.00","101.08","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","47,763,349.20","0.10","47,763,349.20","550,269.00","86.80","United States","NYSE","USD","1.00","USD","-"
"CTAS","CINTAS","Industrials","Equity","47,525,790.00","0.10","47,525,790.00","235,860.00","201.50","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS","Consumer Discretionary","Equity","47,497,417.56","0.10","47,497,417.56","155,124.00","306.19","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB","Materials","Equity","47,386,135.86","0.10","47,386,135.86","171,577.00","276.18","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT","Real Estate","Equity","47,249,096.16","0.10","47,249,096.16","250,552.00","188.58","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","47,244,333.71","0.10","47,244,333.71","151,429.00","311.99","United States","NYSE","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY SERIES A","Communication","Equity","46,664,672.72","0.10","46,664,672.72","1,664,218.00","28.04","United States","NASDAQ","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","46,510,086.27","0.09","46,510,086.27","377,119.00","123.33","United States","NASDAQ","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS","Information Technology","Equity","45,884,276.88","0.09","45,884,276.88","49,496.00","927.03","United States","NASDAQ","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP","Consumer Discretionary","Equity","45,449,319.54","0.09","45,449,319.54","174,711.00","260.14","United States","NYSE","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","45,286,888.85","0.09","45,286,888.85","221,095.00","204.83","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","44,724,759.93","0.09","44,724,759.93","176,283.00","253.71","United States","NYSE","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","44,453,837.72","0.09","44,453,837.72","219,677.00","202.36","United States","NASDAQ","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS","Materials","Equity","44,385,080.43","0.09","44,385,080.43","152,301.00","291.43","United States","NYSE","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE","Health Care","Equity","44,376,570.54","0.09","44,376,570.54","103,941.00","426.94","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","44,299,185.14","0.09","44,299,185.14","1,030,693.00","42.98","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP","Industrials","Equity","44,240,995.04","0.09","44,240,995.04","38,797.00","1,140.32","United States","NYSE","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","43,857,933.69","0.09","43,857,933.69","357,353.00","122.73","United States","NASDAQ","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL","Financials","Equity","43,698,513.60","0.09","43,698,513.60","867,034.00","50.40","United States","NYSE","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","43,579,187.37","0.09","43,579,187.37","143,973.00","302.69","United States","NYSE","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES","Energy","Equity","42,886,179.00","0.09","42,886,179.00","147,756.00","290.25","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS","Industrials","Equity","42,722,071.04","0.09","42,722,071.04","43,192.00","989.12","United States","NYSE","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","42,595,518.40","0.09","42,595,518.40","177,245.00","240.32","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE","Consumer Staples","Equity","42,354,233.60","0.09","42,354,233.60","975,904.00","43.40","United States","NASDAQ","USD","1.00","USD","-"
"OKE","ONEOK","Energy","Equity","42,309,801.38","0.09","42,309,801.38","437,899.00","96.62","United States","NYSE","USD","1.00","USD","-"
"KMI","KINDER MORGAN","Energy","Equity","41,747,747.46","0.09","41,747,747.46","1,352,811.00","30.86","United States","NYSE","USD","1.00","USD","-"
"COR","CENCORA","Health Care","Equity","41,569,675.47","0.08","41,569,675.47","129,271.00","321.57","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE","Information Technology","Equity","41,374,291.20","0.08","41,374,291.20","108,960.00","379.72","United States","NASDAQ","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","41,188,324.10","0.08","41,188,324.10","465,142.00","88.55","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","40,805,085.54","0.08","40,805,085.54","690,909.00","59.06","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA","Industrials","Equity","40,777,505.94","0.08","40,777,505.94","24,117.00","1,690.82","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","40,601,389.40","0.08","40,601,389.40","32,890.00","1,234.46","United States","NASDAQ","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY","Energy","Equity","40,549,127.88","0.08","40,549,127.88","145,682.00","278.34","United States","NYSE","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES","Information Technology","Equity","40,259,893.68","0.08","40,259,893.68","118,887.00","338.64","United States","NYSE","USD","1.00","USD","-"
"NUE","NUCOR","Materials","Equity","39,800,194.02","0.08","39,800,194.02","153,414.00","259.43","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","39,430,600.20","0.08","39,430,600.20","799,485.00","49.32","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY","Utilities","Equity","39,411,360.88","0.08","39,411,360.88","612,358.00","64.36","United States","NYSE","USD","1.00","USD","-"
"CTVA","CORTEVA","Materials","Equity","39,237,513.00","0.08","39,237,513.00","467,670.00","83.90","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY","Energy","Equity","39,164,481.69","0.08","39,164,481.69","779,703.00","50.23","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","38,698,240.00","0.08","38,698,240.00","30,233.00","1,280.00","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","38,515,862.54","0.08","38,515,862.54","159,242.00","241.87","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT","Real Estate","Equity","38,447,055.50","0.08","38,447,055.50","646,169.00","59.50","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH","Health Care","Equity","38,238,897.69","0.08","38,238,897.69","163,017.00","234.57","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","38,022,009.30","0.08","38,022,009.30","2,721,690.00","13.97","United States","NYSE","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","37,931,617.62","0.08","37,931,617.62","455,143.00","83.34","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT","Financials","Equity","37,752,059.06","0.08","37,752,059.06","292,697.00","128.98","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT","Information Technology","Equity","37,490,580.27","0.08","37,490,580.27","122,771.00","305.37","United States","NYSE","USD","1.00","USD","-"
"AU","ANGLOGOLD ASHANTI PLC","Materials","Equity","36,487,898.28","0.07","36,487,898.28","349,434.00","104.42","South Africa","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES","Industrials","Equity","36,432,567.20","0.07","36,432,567.20","455,920.00","79.91","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE","Financials","Equity","36,312,194.82","0.07","36,312,194.82","373,813.00","97.14","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC","Financials","Equity","36,309,049.92","0.07","36,309,049.92","314,964.00","115.28","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA","Health Care","Equity","36,263,595.51","0.07","36,263,595.51","251,883.00","143.97","United States","NASDAQ","USD","1.00","USD","-"
"STT","STATE STREET","Financials","Equity","35,786,736.00","0.07","35,786,736.00","185,040.00","193.40","United States","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","35,214,477.85","0.07","35,214,477.85","198,001.00","177.85","United States","NYSE","USD","1.00","USD","-"
"NU","NU HOLDINGS CLASS A","Financials","Equity","35,067,400.42","0.07","35,067,400.42","2,398,591.00","14.62","Brazil","NYSE","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","34,894,118.58","0.07","34,894,118.58","62,578.00","557.61","United States","NYSE","USD","1.00","USD","-"
"HONA","HONEYWELL AEROSPACE INC","Industrials","Equity","34,804,222.68","0.07","34,804,222.68","219,918.00","158.26","United States","NASDAQ","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","34,622,601.50","0.07","34,622,601.50","116,771.00","296.50","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA","Utilities","Equity","34,526,542.20","0.07","34,526,542.20","232,690.00","148.38","United States","NYSE","USD","1.00","USD","-"
"VMRK","VIVMARK RESIDENTIAL","Real Estate","Equity","34,485,706.12","0.07","34,485,706.12","526,178.00","65.54","United States","NYSE","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","34,230,916.80","0.07","34,230,916.80","625,565.00","54.72","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA","Health Care","Equity","34,051,921.20","0.07","34,051,921.20","83,094.00","409.80","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA","Information Technology","Equity","34,034,360.26","0.07","34,034,360.26","97,369.00","349.54","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","33,357,695.01","0.07","33,357,695.01","316,697.00","105.33","United States","NYSE","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","33,291,378.12","0.07","33,291,378.12","117,546.00","283.22","United States","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","33,292,328.85","0.07","33,292,328.85","77,715.00","428.39","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS","Financials","Equity","33,285,019.44","0.07","33,285,019.44","619,602.00","53.72","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES","Health Care","Equity","33,266,247.30","0.07","33,266,247.30","394,290.00","84.37","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","33,164,294.80","0.07","33,164,294.80","479,530.00","69.16","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY","Consumer Discretionary","Equity","33,123,535.25","0.07","33,123,535.25","307,411.00","107.75","United States","NASDAQ","USD","1.00","USD","-"
"AZO","AUTOZONE","Consumer Discretionary","Equity","32,976,185.25","0.07","32,976,185.25","11,463.00","2,876.75","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","32,607,770.50","0.07","32,607,770.50","431,891.00","75.50","United States","NASDAQ","USD","1.00","USD","-"
"GRMN","GARMIN","Consumer Discretionary","Equity","32,270,455.21","0.07","32,270,455.21","114,163.00","282.67","United States","NYSE","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL","Consumer Discretionary","Equity","31,973,324.20","0.07","31,973,324.20","883,241.00","36.20","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES","Industrials","Equity","31,816,582.12","0.06","31,816,582.12","129,578.00","245.54","United States","NYSE","USD","1.00","USD","-"
"NTRA","NATERA","Health Care","Equity","31,340,779.33","0.06","31,340,779.33","95,281.00","328.93","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL","Industrials","Equity","31,037,995.82","0.06","31,037,995.82","540,167.00","57.46","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK","Information Technology","Equity","31,021,657.20","0.06","31,021,657.20","146,053.00","212.40","United States","NASDAQ","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","30,852,551.24","0.06","30,852,551.24","501,994.00","61.46","United States","NYSE","USD","1.00","USD","-"
"ALAB","ASTERA LABS","Information Technology","Equity","30,841,945.32","0.06","30,841,945.32","105,906.00","291.22","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","30,824,456.03","0.06","30,824,456.03","30,824,456.00","100.00","United States","-","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","30,774,849.56","0.06","30,774,849.56","713,041.00","43.16","United States","NASDAQ","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","30,654,815.24","0.06","30,654,815.24","137,626.00","222.74","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT","Real Estate","Equity","30,150,699.55","0.06","30,150,699.55","335,045.00","89.99","United States","NYSE","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS","Health Care","Equity","30,132,082.93","0.06","30,132,082.93","115,109.00","261.77","United States","NYSE","USD","1.00","USD","-"
"NKE","NIKE CLASS B","Consumer Discretionary","Equity","30,074,468.80","0.06","30,074,468.80","817,241.00","36.80","United States","NYSE","USD","1.00","USD","-"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","29,651,608.00","0.06","29,651,608.00","226,400.00","130.97","United States","NASDAQ","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","29,629,420.68","0.06","29,629,420.68","133,142.00","222.54","United States","NYSE","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","29,328,347.58","0.06","29,328,347.58","253,311.00","115.78","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","28,924,155.20","0.06","28,924,155.20","333,535.00","86.72","United States","NYSE","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","28,707,036.47","0.06","28,707,036.47","195,379.00","146.93","United States","NYSE","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","28,694,986.76","0.06","28,694,986.76","240,649.00","119.24","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK CLASS A","Financials","Equity","28,527,798.34","0.06","28,527,798.34","360,154.00","79.21","United States","NYSE","USD","1.00","USD","-"
"CBRE","CBRE GROUP CLASS A","Real Estate","Equity","28,377,961.64","0.06","28,377,961.64","201,964.00","140.51","United States","NYSE","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","28,192,026.83","0.06","28,192,026.83","309,157.00","91.19","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","28,136,520.67","0.06","28,136,520.67","896,353.00","31.39","United States","NASDAQ","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","27,763,036.60","0.06","27,763,036.60","67,990.00","408.34","United States","NYSE","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP","Financials","Equity","27,764,001.45","0.06","27,764,001.45","368,565.00","75.33","United States","NYSE","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES","Health Care","Equity","27,602,043.00","0.06","27,602,043.00","54,690.00","504.70","United States","NASDAQ","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE","Communication","Equity","27,554,519.07","0.06","27,554,519.07","127,881.00","215.47","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO","Consumer Staples","Equity","27,529,446.03","0.06","27,529,446.03","330,843.00","83.21","United States","NYSE","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","27,521,740.44","0.06","27,521,740.44","301,212.00","91.37","United States","NASDAQ","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES","Information Technology","Equity","27,483,127.76","0.06","27,483,127.76","70,738.00","388.52","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","27,431,665.80","0.06","27,431,665.80","369,699.00","74.20","United States","NASDAQ","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS CLASS A","Health Care","Equity","27,345,228.80","0.06","27,345,228.80","104,212.00","262.40","United States","NYSE","USD","1.00","USD","-"
"RVMD","REVOLUTION MEDICINES","Health Care","Equity","27,205,740.24","0.06","27,205,740.24","133,512.00","203.77","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON","Utilities","Equity","27,167,208.02","0.06","27,167,208.02","255,187.00","106.46","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY","Energy","Equity","27,159,754.82","0.06","27,159,754.82","132,506.00","204.97","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","27,122,605.84","0.06","27,122,605.84","136,103.00","199.28","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI","Financials","Equity","26,982,885.72","0.06","26,982,885.72","48,652.00","554.61","United States","NYSE","USD","1.00","USD","-"
"YUM","YUM BRANDS","Consumer Discretionary","Equity","26,935,611.83","0.05","26,935,611.83","191,209.00","140.87","United States","NYSE","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","26,630,055.96","0.05","26,630,055.96","151,946.00","175.26","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY CLASS A","Information Technology","Equity","26,395,398.00","0.05","26,395,398.00","142,140.00","185.70","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP","Financials","Equity","25,815,266.12","0.05","25,815,266.12","189,317.00","136.36","United States","NYSE","USD","1.00","USD","-"
"PAYX","PAYCHEX","Industrials","Equity","25,784,375.40","0.05","25,784,375.40","222,663.00","115.80","United States","NASDAQ","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE","Industrials","Equity","25,634,623.86","0.05","25,634,623.86","53,479.00","479.34","United States","NASDAQ","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP","Utilities","Equity","24,995,181.15","0.05","24,995,181.15","345,285.00","72.39","United States","NYSE","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS","Industrials","Equity","24,552,677.04","0.05","24,552,677.04","223,572.00","109.82","United States","NASDAQ","USD","1.00","USD","-"
"MTB","M&T BANK","Financials","Equity","24,349,220.41","0.05","24,349,220.41","101,527.00","239.83","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST","Financials","Equity","24,034,508.41","0.05","24,034,508.41","127,039.00","189.19","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON","Consumer Discretionary","Equity","23,973,279.62","0.05","23,973,279.62","173,858.00","137.89","United States","NYSE","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP","Utilities","Equity","23,912,437.92","0.05","23,912,437.92","227,024.00","105.33","United States","NYSE","USD","1.00","USD","-"
"EME","EMCOR GROUP","Industrials","Equity","23,874,924.78","0.05","23,874,924.78","30,583.00","780.66","United States","NYSE","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","23,706,693.14","0.05","23,706,693.14","205,823.00","115.18","United States","NYSE","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","23,614,335.18","0.05","23,614,335.18","1,400,613.00","16.86","United States","NASDAQ","USD","1.00","USD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","23,388,757.75","0.05","23,388,757.75","371,545.00","62.95","United States","NASDAQ","USD","1.00","USD","-"
"KVUE","KENVUE","Consumer Staples","Equity","23,315,909.68","0.05","23,315,909.68","1,311,356.00","17.78","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE","Industrials","Equity","23,296,469.04","0.05","23,296,469.04","129,576.00","179.79","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO CLASS A","Information Technology","Equity","23,250,402.45","0.05","23,250,402.45","102,267.00","227.35","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP","Financials","Equity","23,107,242.75","0.05","23,107,242.75","240,475.00","96.09","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL","Information Technology","Equity","23,072,568.96","0.05","23,072,568.96","72,537.00","318.08","United States","NYSE","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","23,007,233.76","0.05","23,007,233.76","304,248.00","75.62","United States","NYSE","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS","Health Care","Equity","22,930,534.12","0.05","22,930,534.12","92,209.00","248.68","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","22,798,067.22","0.05","22,798,067.22","343,241.00","66.42","United States","NYSE","USD","1.00","USD","-"
"EQT","EQT","Energy","Equity","22,755,035.08","0.05","22,755,035.08","420,844.00","54.07","United States","NYSE","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","22,664,206.76","0.05","22,664,206.76","89,674.00","252.74","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","22,550,293.09","0.05","22,550,293.09","385,541.00","58.49","United States","NYSE","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK","Consumer Staples","Equity","22,423,447.15","0.05","22,423,447.15","228,461.00","98.15","United States","NASDAQ","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","22,406,081.24","0.05","22,406,081.24","631,513.00","35.48","United States","NYSE","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","22,348,428.00","0.05","22,348,428.00","93,200.00","239.79","United States","NASDAQ","USD","1.00","USD","-"
"BIIB","BIOGEN","Health Care","Equity","22,190,558.50","0.05","22,190,558.50","102,190.00","217.15","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP","Consumer Discretionary","Equity","22,161,137.79","0.05","22,161,137.79","78,913.00","280.83","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","22,032,840.80","0.04","22,032,840.80","265,360.00","83.03","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED","Health Care","Equity","21,935,480.19","0.04","21,935,480.19","100,497.00","218.27","United States","NYSE","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","21,694,385.35","0.04","21,694,385.35","105,083.00","206.45","United States","NASDAQ","USD","1.00","USD","-"
"CRWV","COREWEAVE CLASS A","Information Technology","Equity","21,409,036.22","0.04","21,409,036.22","240,578.00","88.99","United States","NASDAQ","USD","1.00","USD","-"
"P","EVERPURE INC CLASS A","Information Technology","Equity","21,338,637.56","0.04","21,338,637.56","217,342.00","98.18","United States","NYSE","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","21,244,558.77","0.04","21,244,558.77","291,141.00","72.97","United States","NYSE","USD","1.00","USD","-"
"RJF","RAYMOND JAMES","Financials","Equity","21,206,178.84","0.04","21,206,178.84","122,254.00","173.46","United States","NYSE","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","21,066,051.30","0.04","21,066,051.30","117,229.00","179.70","United States","NASDAQ","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS","Materials","Equity","21,060,328.08","0.04","21,060,328.08","41,298.00","509.96","United States","NYSE","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","20,942,783.40","0.04","20,942,783.40","1,517,593.00","13.80","United States","NYSE","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","20,861,202.78","0.04","20,861,202.78","273,267.00","76.34","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","20,695,613.40","0.04","20,695,613.40","271,810.00","76.14","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","20,653,373.44","0.04","20,653,373.44","576,266.00","35.84","United States","NYSE","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS","Financials","Equity","20,628,054.96","0.04","20,628,054.96","73,399.00","281.04","United States","Cboe BZX","USD","1.00","USD","-"
"SUNB","SUNBELT RENTALS HOLDINGS INC","Industrials","Equity","20,622,659.28","0.04","20,622,659.28","283,746.00","72.68","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON","Financials","Equity","20,595,446.16","0.04","20,595,446.16","65,256.00","315.61","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","20,596,370.40","0.04","20,596,370.40","292,230.00","70.48","United States","NYSE","USD","1.00","USD","-"
"AEE","AMEREN","Utilities","Equity","20,160,731.00","0.04","20,160,731.00","192,190.00","104.90","United States","NYSE","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES","Health Care","Equity","20,084,760.24","0.04","20,084,760.24","314,168.00","63.93","United States","NASDAQ","USD","1.00","USD","-"
"CCL","CARNIVAL CORP LTD","Consumer Discretionary","Equity","20,072,916.50","0.04","20,072,916.50","882,326.00","22.75","United States","NYSE","USD","1.00","USD","-"
"RBLX","ROBLOX CLASS A","Communication","Equity","20,003,847.50","0.04","20,003,847.50","439,645.00","45.50","United States","NYSE","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT","Real Estate","Equity","19,955,873.04","0.04","19,955,873.04","144,986.00","137.64","United States","NYSE","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","19,745,214.06","0.04","19,745,214.06","270,742.00","72.93","United States","NYSE","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS","Financials","Equity","19,738,093.76","0.04","19,738,093.76","55,792.00","353.78","United States","NASDAQ","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS CLA","Information Technology","Equity","19,690,200.00","0.04","19,690,200.00","328,170.00","60.00","United States","NASDAQ","USD","1.00","USD","-"
"MDB","MONGODB CLASS A","Information Technology","Equity","19,527,103.31","0.04","19,527,103.31","53,911.00","362.21","United States","NASDAQ","USD","1.00","USD","-"
"OKTA","OKTA CLASS A","Information Technology","Equity","19,508,305.50","0.04","19,508,305.50","117,167.00","166.50","United States","NASDAQ","USD","1.00","USD","-"
