iShares Russell 1000 ETF
Fund Holdings as of,"Sep 11, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BURL","BURLINGTON STORES","Consumer Discretionary","Equity","10,360,949.76","0.02","10,360,949.76","43,344.00","239.04","United States","NYSE","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","10,343,333.32","0.02","10,343,333.32","109,546.00","94.42","United States","NYSE","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS LTD","Consumer Discretionary","Equity","10,305,507.27","0.02","10,305,507.27","121,227.00","85.01","United States","NYSE","USD","1.00","USD","-"
"FN","FABRINET","Information Technology","Equity","10,262,513.32","0.02","10,262,513.32","24,754.00","414.58","United States","NYSE","USD","1.00","USD","-"
"EG","EVEREST GROUP","Financials","Equity","10,165,525.08","0.02","10,165,525.08","27,348.00","371.71","United States","NYSE","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","10,102,871.60","0.02","10,102,871.60","41,102.00","245.80","United States","NASDAQ","USD","1.00","USD","-"
"MDLN","MEDLINE CLASS A","Health Care","Equity","10,094,221.65","0.02","10,094,221.65","310,305.00","32.53","United States","NASDAQ","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS","Financials","Equity","10,084,740.03","0.02","10,084,740.03","101,589.00","99.27","United States","NYSE","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","10,037,113.98","0.02","10,037,113.98","189,451.00","52.98","United States","NYSE","USD","1.00","USD","-"
"APG","API GROUP","Industrials","Equity","9,985,461.42","0.02","9,985,461.42","263,747.00","37.86","United States","NYSE","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","9,960,238.64","0.02","9,960,238.64","79,816.00","124.79","United States","NYSE","USD","1.00","USD","-"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","9,921,617.55","0.02","9,921,617.55","231,543.00","42.85","Canada","NYSE","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","9,899,518.86","0.02","9,899,518.86","617,562.00","16.03","United States","NASDAQ","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","9,890,336.90","0.02","9,890,336.90","35,015.00","282.46","United States","NYSE","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","9,868,823.44","0.02","9,868,823.44","31,556.00","312.74","United States","NASDAQ","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","9,849,751.44","0.02","9,849,751.44","97,949.00","100.56","United States","NYSE","USD","1.00","USD","-"
"IONQ","IONQ","Information Technology","Equity","9,809,824.50","0.02","9,809,824.50","266,934.00","36.75","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES","Information Technology","Equity","9,798,107.01","0.02","9,798,107.01","29,103.00","336.67","United States","NYSE","USD","1.00","USD","-"
"IREN","IREN","Information Technology","Equity","9,792,454.77","0.02","9,792,454.77","223,419.00","43.83","United States","NASDAQ","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","9,786,914.20","0.02","9,786,914.20","482,114.00","20.30","United States","NYSE","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","9,780,713.28","0.02","9,780,713.28","85,436.00","114.48","United States","NYSE","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","9,774,738.82","0.02","9,774,738.82","104,053.00","93.94","United States","NYSE","USD","1.00","USD","-"
"SITM","SITIME","Information Technology","Equity","9,759,287.98","0.02","9,759,287.98","15,353.00","635.66","United States","NASDAQ","USD","1.00","USD","-"
"BMNR","BITMINE IMMERSION TECHNOLOGIES","Information Technology","Equity","9,758,195.80","0.02","9,758,195.80","389,860.00","25.03","United States","NYSE","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT","Real Estate","Equity","9,696,339.51","0.02","9,696,339.51","206,349.00","46.99","United States","NYSE","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","9,687,357.00","0.02","9,687,357.00","119,597.00","81.00","United States","NYSE","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","9,676,210.40","0.02","9,676,210.40","172,420.00","56.12","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","9,649,521.20","0.02","9,649,521.20","108,130.00","89.24","United States","NYSE","USD","1.00","USD","-"
"FDXF","FEDEX FREIGHT HOLDING COMPANY INC","Industrials","Equity","9,611,317.17","0.02","9,611,317.17","74,907.00","128.31","United States","NYSE","USD","1.00","USD","-"
"RVTY","REVVITY","Health Care","Equity","9,598,596.65","0.02","9,598,596.65","77,215.00","124.31","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","9,588,456.80","0.02","9,588,456.80","81,590.00","117.52","United States","NYSE","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION","Information Technology","Equity","9,570,715.28","0.02","9,570,715.28","34,028.00","281.26","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO","Industrials","Equity","9,561,966.00","0.02","9,561,966.00","139,550.00","68.52","United States","NYSE","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","9,479,675.37","0.02","9,479,675.37","15,261.00","621.17","United States","NYSE","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING","Financials","Equity","9,477,683.37","0.02","9,477,683.37","29,163.00","324.99","United States","NYSE","USD","1.00","USD","-"
"BWA","BORGWARNER","Consumer Discretionary","Equity","9,444,638.25","0.02","9,444,638.25","141,705.00","66.65","United States","NYSE","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","9,442,196.58","0.02","9,442,196.58","33,933.00","278.26","United States","NYSE","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","9,444,349.44","0.02","9,444,349.44","62,912.00","150.12","United States","NYSE","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS","Health Care","Equity","9,389,744.64","0.02","9,389,744.64","15,982.00","587.52","United States","NASDAQ","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL","Consumer Discretionary","Equity","9,374,973.28","0.02","9,374,973.28","140,428.00","66.76","United States","NYSE","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","9,366,451.64","0.02","9,366,451.64","125,522.00","74.62","United States","NASDAQ","USD","1.00","USD","-"
"HEI","HEICO","Industrials","Equity","9,303,988.00","0.02","9,303,988.00","29,443.00","316.00","United States","NYSE","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS","Industrials","Equity","9,298,436.64","0.02","9,298,436.64","36,744.00","253.06","United States","NASDAQ","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES","Industrials","Equity","9,294,193.76","0.02","9,294,193.76","27,724.00","335.24","United States","NYSE","USD","1.00","USD","-"
"RBRK","RUBRIK CLASS A","Information Technology","Equity","9,288,533.40","0.02","9,288,533.40","107,196.00","86.65","United States","NYSE","USD","1.00","USD","-"
"FIVE","FIVE BELOW","Consumer Discretionary","Equity","9,287,462.00","0.02","9,287,462.00","37,970.00","244.60","United States","NASDAQ","USD","1.00","USD","-"
"SN","SHARKNINJA","Consumer Discretionary","Equity","9,260,954.40","0.02","9,260,954.40","57,593.00","160.80","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE","Financials","Equity","9,241,639.47","0.02","9,241,639.47","53,991.00","171.17","United States","NYSE","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","9,222,889.98","0.02","9,222,889.98","159,953.00","57.66","United States","NASDAQ","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","9,153,633.96","0.02","9,153,633.96","54,042.00","169.38","United States","NYSE","USD","1.00","USD","-"
"IOT","SAMSARA CLASS A","Information Technology","Equity","9,124,307.68","0.02","9,124,307.68","237,736.00","38.38","United States","NYSE","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","9,113,247.36","0.02","9,113,247.36","150,682.00","60.48","United States","NYSE","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS","Information Technology","Equity","9,104,555.85","0.02","9,104,555.85","103,051.00","88.35","United States","NASDAQ","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","9,083,533.90","0.02","9,083,533.90","59,234.00","153.35","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING","Consumer Staples","Equity","9,072,811.48","0.02","9,072,811.48","176,789.00","51.32","United States","NYSE","USD","1.00","USD","-"
"ASND","ASCENDIS PHARMA","Health Care","Equity","9,071,767.39","0.02","9,071,767.39","34,426.00","263.51","Denmark","NASDAQ","USD","1.00","USD","-"
"DTM","DT MIDSTREAM","Energy","Equity","9,059,631.16","0.02","9,059,631.16","70,306.00","128.86","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CLASS A","Communication","Equity","9,054,880.80","0.02","9,054,880.80","137,320.00","65.94","United States","NASDAQ","USD","1.00","USD","-"
"SOLV","SOLVENTUM","Health Care","Equity","8,977,879.35","0.02","8,977,879.35","102,663.00","87.45","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY CLASS A","Information Technology","Equity","8,936,432.61","0.02","8,936,432.61","91,123.00","98.07","United States","NYSE","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","8,911,111.88","0.02","8,911,111.88","70,477.00","126.44","United States","NASDAQ","USD","1.00","USD","-"
"HAS","HASBRO","Consumer Discretionary","Equity","8,911,144.38","0.02","8,911,144.38","97,347.00","91.54","United States","NASDAQ","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","8,873,922.66","0.02","8,873,922.66","673,287.00","13.18","United States","NYSE","USD","1.00","USD","-"
"ECHO","ECHOSTAR CLASS A","Communication","Equity","8,850,535.36","0.02","8,850,535.36","95,024.00","93.14","United States","NASDAQ","USD","1.00","USD","-"
"GGG","GRACO","Industrials","Equity","8,836,760.40","0.02","8,836,760.40","115,212.00","76.70","United States","NYSE","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","8,818,680.42","0.02","8,818,680.42","88,002.00","100.21","United States","NYSE","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","8,798,701.60","0.02","8,798,701.60","59,020.00","149.08","United States","NASDAQ","USD","1.00","USD","-"
"DOCU","DOCUSIGN","Information Technology","Equity","8,792,767.10","0.02","8,792,767.10","133,934.00","65.65","United States","NASDAQ","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","8,794,895.12","0.02","8,794,895.12","65,186.00","134.92","United States","NYSE","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","8,734,770.44","0.02","8,734,770.44","180,994.00","48.26","United States","NYSE","USD","1.00","USD","-"
"RL","RALPH LAUREN CLASS A","Consumer Discretionary","Equity","8,738,349.30","0.02","8,738,349.30","25,770.00","339.09","United States","NYSE","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","8,683,417.60","0.02","8,683,417.60","77,090.00","112.64","United States","NYSE","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS","Health Care","Equity","8,677,625.60","0.02","8,677,625.60","80,948.00","107.20","United States","NASDAQ","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","8,658,723.78","0.02","8,658,723.78","71,477.00","121.14","United States","NYSE","USD","1.00","USD","-"
"HL","HECLA MINING","Materials","Equity","8,651,059.92","0.02","8,651,059.92","437,364.00","19.78","United States","NYSE","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL","Health Care","Equity","8,583,259.44","0.02","8,583,259.44","130,683.00","65.68","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP","Real Estate","Equity","8,514,240.12","0.02","8,514,240.12","279,522.00","30.46","United States","NASDAQ","USD","1.00","USD","-"
"NXT","NEXTPOWER INC","Industrials","Equity","8,484,620.40","0.02","8,484,620.40","102,360.00","82.89","United States","NASDAQ","USD","1.00","USD","-"
"BBIO","BRIDGEBIO PHARMA","Health Care","Equity","8,470,119.44","0.02","8,470,119.44","116,926.00","72.44","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL","Health Care","Equity","8,456,235.20","0.02","8,456,235.20","355,304.00","23.80","United States","NYSE","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","8,387,948.92","0.02","8,387,948.92","46,286.00","181.22","United States","NASDAQ","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES","Information Technology","Equity","8,379,566.40","0.02","8,379,566.40","41,520.00","201.82","United States","NASDAQ","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH","Health Care","Equity","8,313,766.68","0.02","8,313,766.68","68,308.00","121.71","United States","NYSE","USD","1.00","USD","-"
"PEN","PENUMBRA","Health Care","Equity","8,315,629.56","0.02","8,315,629.56","26,172.00","317.73","United States","NYSE","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE","Information Technology","Equity","8,283,700.36","0.02","8,283,700.36","58,783.00","140.92","United States","NYSE","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL","Financials","Equity","8,274,142.88","0.02","8,274,142.88","103,738.00","79.76","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,267,067.20","0.02","8,267,067.20","51,310.00","161.12","United States","NASDAQ","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","8,267,360.00","0.02","8,267,360.00","81,500.00","101.44","United States","NASDAQ","USD","1.00","USD","-"
"DKNG","DRAFTKINGS CLASS A","Consumer Discretionary","Equity","8,260,735.48","0.02","8,260,735.48","333,902.00","24.74","United States","NASDAQ","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V.","Industrials","Equity","8,254,399.30","0.02","8,254,399.30","607,835.00","13.58","United States","NYSE","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES","Industrials","Equity","8,229,516.26","0.02","8,229,516.26","25,417.00","323.78","United States","NYSE","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS","Consumer Discretionary","Equity","8,172,734.94","0.02","8,172,734.94","190,818.00","42.83","United States","NYSE","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS","Consumer Staples","Equity","8,167,769.75","0.02","8,167,769.75","89,275.00","91.49","United States","NYSE","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","8,146,600.17","0.02","8,146,600.17","42,807.00","190.31","United States","NYSE","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","8,129,395.80","0.02","8,129,395.80","197,940.00","41.07","United States","NYSE","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL","Industrials","Equity","8,110,714.32","0.02","8,110,714.32","22,158.00","366.04","United States","NYSE","USD","1.00","USD","-"
"IT","GARTNER","Information Technology","Equity","8,104,896.70","0.02","8,104,896.70","45,130.00","179.59","United States","NYSE","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT","Financials","Equity","8,071,432.25","0.02","8,071,432.25","795,215.00","10.15","United States","NASDAQ","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","8,056,573.28","0.02","8,056,573.28","191,504.00","42.07","United States","NYSE","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","8,038,134.56","0.02","8,038,134.56","652,976.00","12.31","United States","NYSE","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS","Information Technology","Equity","8,031,955.40","0.02","8,031,955.40","35,197.00","228.20","United States","NYSE","USD","1.00","USD","-"
"FHN","FIRST HORIZON","Financials","Equity","7,988,525.14","0.02","7,988,525.14","326,462.00","24.47","United States","NYSE","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","7,980,907.20","0.02","7,980,907.20","247,240.00","32.28","United States","NYSE","USD","1.00","USD","-"
"TECH","BIO TECHNE","Health Care","Equity","7,969,260.00","0.02","7,969,260.00","110,500.00","72.12","United States","NASDAQ","USD","1.00","USD","-"
"HUBS","HUBSPOT","Information Technology","Equity","7,960,908.90","0.02","7,960,908.90","35,330.00","225.33","United States","NYSE","USD","1.00","USD","-"
"PNW","PINNACLE WEST","Utilities","Equity","7,961,020.10","0.02","7,961,020.10","82,841.00","96.10","United States","NYSE","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","7,940,473.20","0.02","7,940,473.20","132,165.00","60.08","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR","Consumer Discretionary","Equity","7,917,242.13","0.02","7,917,242.13","97,419.00","81.27","United States","NYSE","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","7,894,459.83","0.02","7,894,459.83","178,891.00","44.13","United States","NYSE","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH","Health Care","Equity","7,876,154.93","0.02","7,876,154.93","339,929.00","23.17","United States","NYSE","USD","1.00","USD","-"
"UDR","UDR REIT","Real Estate","Equity","7,844,227.60","0.02","7,844,227.60","223,355.00","35.12","United States","NYSE","USD","1.00","USD","-"
"ARWR","ARROWHEAD PHARMACEUTICALS","Health Care","Equity","7,740,261.25","0.02","7,740,261.25","93,425.00","82.85","United States","NASDAQ","USD","1.00","USD","-"
"AR","ANTERO RESOURCES","Energy","Equity","7,716,090.69","0.02","7,716,090.69","200,783.00","38.43","United States","NYSE","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","7,694,321.18","0.02","7,694,321.18","181,727.00","42.34","United States","NASDAQ","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","7,623,826.56","0.02","7,623,826.56","92,736.00","82.21","United States","NYSE","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","7,601,818.88","0.02","7,601,818.88","188,912.00","40.24","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","7,605,591.07","0.02","7,605,591.07","39,487.00","192.61","United States","NASDAQ","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","7,592,992.37","0.02","7,592,992.37","71,009.00","106.93","United States","NASDAQ","USD","1.00","USD","-"
"WSO","WATSCO","Industrials","Equity","7,595,325.84","0.02","7,595,325.84","24,172.00","314.22","United States","NYSE","USD","1.00","USD","-"
"SANM","SANMINA","Information Technology","Equity","7,580,304.00","0.02","7,580,304.00","35,094.00","216.00","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES","Industrials","Equity","7,580,997.45","0.02","7,580,997.45","27,105.00","279.69","United States","NYSE","USD","1.00","USD","-"
"NWSA","NEWS CLASS A","Communication","Equity","7,545,619.20","0.02","7,545,619.20","256,305.00","29.44","United States","NASDAQ","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS","Industrials","Equity","7,510,453.35","0.02","7,510,453.35","40,165.00","186.99","United States","NYSE","USD","1.00","USD","-"
"AEIS","ADVANCED ENERGY INDUSTRIES","Information Technology","Equity","7,499,235.75","0.02","7,499,235.75","26,107.00","287.25","United States","NASDAQ","USD","1.00","USD","-"
"RRX","REGAL REXNORD","Industrials","Equity","7,488,547.47","0.02","7,488,547.47","46,143.00","162.29","United States","NYSE","USD","1.00","USD","-"
"LFUS","LITTELFUSE","Information Technology","Equity","7,482,248.40","0.02","7,482,248.40","17,308.00","432.30","United States","NASDAQ","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","7,429,594.80","0.02","7,429,594.80","236,010.00","31.48","United States","NYSE","USD","1.00","USD","-"
"CGNX","COGNEX","Information Technology","Equity","7,410,923.78","0.02","7,410,923.78","115,399.00","64.22","United States","NASDAQ","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS","Industrials","Equity","7,378,260.56","0.02","7,378,260.56","58,124.00","126.94","United States","NYSE","USD","1.00","USD","-"
"BPOP","POPULAR","Financials","Equity","7,371,697.59","0.02","7,371,697.59","45,029.00","163.71","United States","NASDAQ","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS","Health Care","Equity","7,362,028.88","0.02","7,362,028.88","65,272.00","112.79","United States","NASDAQ","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","7,327,437.88","0.01","7,327,437.88","107,804.00","67.97","United States","NYSE","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","7,309,881.44","0.01","7,309,881.44","83,294.00","87.76","United States","NYSE","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","7,273,361.70","0.01","7,273,361.70","55,143.00","131.90","United States","NYSE","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","7,269,301.57","0.01","7,269,301.57","209,309.00","34.73","United States","NYSE","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","7,244,242.33","0.01","7,244,242.33","35,471.00","204.23","United States","NYSE","USD","1.00","USD","-"
"COO","COOPER","Health Care","Equity","7,248,091.68","0.01","7,248,091.68","134,448.00","53.91","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES","Utilities","Equity","7,241,257.95","0.01","7,241,257.95","489,605.00","14.79","United States","NYSE","USD","1.00","USD","-"
"DCI","DONALDSON","Industrials","Equity","7,217,915.25","0.01","7,217,915.25","80,873.00","89.25","United States","NYSE","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT","Real Estate","Equity","7,193,539.08","0.01","7,193,539.08","36,309.00","198.12","United States","NYSE","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS","Consumer Staples","Equity","7,164,639.29","0.01","7,164,639.29","110,039.00","65.11","United States","NYSE","USD","1.00","USD","-"
"EVR","EVERCORE CLASS A","Financials","Equity","7,126,986.24","0.01","7,126,986.24","25,344.00","281.21","United States","NYSE","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","7,123,255.04","0.01","7,123,255.04","106,508.00","66.88","United States","NYSE","USD","1.00","USD","-"
"SSB","SOUTHSTATE BANK CORP","Financials","Equity","7,106,064.98","0.01","7,106,064.98","67,051.00","105.98","United States","NYSE","USD","1.00","USD","-"
"W","WAYFAIR CLASS A","Consumer Discretionary","Equity","7,093,590.05","0.01","7,093,590.05","71,965.00","98.57","United States","NYSE","USD","1.00","USD","-"
"AHR","AMERICAN HEALTHCARE REIT","Real Estate","Equity","7,074,167.40","0.01","7,074,167.40","132,030.00","53.58","United States","NYSE","USD","1.00","USD","-"
"BXP","BXP","Real Estate","Equity","7,043,436.10","0.01","7,043,436.10","108,863.00","64.70","United States","NYSE","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","7,019,410.43","0.01","7,019,410.43","68,143.00","103.01","United States","NYSE","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","7,019,993.75","0.01","7,019,993.75","102,109.00","68.75","United States","NASDAQ","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL","Financials","Equity","7,003,620.48","0.01","7,003,620.48","46,028.00","152.16","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","6,972,985.44","0.01","6,972,985.44","164,496.00","42.39","United States","NASDAQ","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY","Health Care","Equity","6,965,470.88","0.01","6,965,470.88","46,184.00","150.82","United States","NASDAQ","USD","1.00","USD","-"
"DOCN","DIGITALOCEAN HOLDINGS","Information Technology","Equity","6,894,175.35","0.01","6,894,175.35","56,073.00","122.95","United States","NYSE","USD","1.00","USD","-"
"QRVO","QORVO","Information Technology","Equity","6,886,782.70","0.01","6,886,782.70","59,038.00","116.65","United States","NASDAQ","USD","1.00","USD","-"
"AYI","ACUITY","Industrials","Equity","6,858,915.84","0.01","6,858,915.84","21,504.00","318.96","United States","NYSE","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA","Consumer Discretionary","Equity","6,830,315.58","0.01","6,830,315.58","69,014.00","98.97","United States","NASDAQ","USD","1.00","USD","-"
"SOLS","SOLSTICE ADVANCED MATERIALS INC","Materials","Equity","6,819,739.08","0.01","6,819,739.08","110,836.00","61.53","United States","NASDAQ","USD","1.00","USD","-"
"MOD","MODINE MANUFACTURING","Industrials","Equity","6,807,985.20","0.01","6,807,985.20","35,964.00","189.30","United States","NYSE","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","6,808,397.70","0.01","6,808,397.70","33,735.00","201.82","United States","NYSE","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","6,794,928.12","0.01","6,794,928.12","59,417.00","114.36","United States","NYSE","USD","1.00","USD","-"
"ENSG","ENSIGN GROUP","Health Care","Equity","6,796,528.70","0.01","6,796,528.70","39,065.00","173.98","United States","NASDAQ","USD","1.00","USD","-"
"AVTR","AVANTOR","Health Care","Equity","6,791,688.28","0.01","6,791,688.28","458,588.00","14.81","United States","NYSE","USD","1.00","USD","-"
"RRC","RANGE RESOURCES","Energy","Equity","6,716,914.50","0.01","6,716,914.50","163,230.00","41.15","United States","NYSE","USD","1.00","USD","-"
"WTS","WATTS WATER TECHNOLOGIES CLASS A","Industrials","Equity","6,708,484.86","0.01","6,708,484.86","18,843.00","356.02","United States","NYSE","USD","1.00","USD","-"
"TTEK","TETRA TECH","Industrials","Equity","6,699,527.51","0.01","6,699,527.51","183,599.00","36.49","United States","NASDAQ","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","6,679,000.00","0.01","6,679,000.00","6,679,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"APTV","APTIV PLC","Consumer Discretionary","Equity","6,667,420.32","0.01","6,667,420.32","146,408.00","45.54","United States","NYSE","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS","Financials","Equity","6,655,119.08","0.01","6,655,119.08","40,849.00","162.92","United States","NYSE","USD","1.00","USD","-"
"MDGL","MADRIGAL PHARMACEUTICALS","Health Care","Equity","6,625,538.04","0.01","6,625,538.04","12,396.00","534.49","United States","NASDAQ","USD","1.00","USD","-"
"OGE","OGE ENERGY","Utilities","Equity","6,620,527.20","0.01","6,620,527.20","142,224.00","46.55","United States","NYSE","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL","Financials","Equity","6,598,488.69","0.01","6,598,488.69","63,809.00","103.41","United States","NYSE","USD","1.00","USD","-"
"AXSM","AXSOME THERAPEUTICS","Health Care","Equity","6,581,882.00","0.01","6,581,882.00","29,816.00","220.75","United States","NASDAQ","USD","1.00","USD","-"
